jobname,money,company_name,p_bot,industry,job_bt
机器学习/深度学习算法专家,30k-60k,美团点评,"30k-60k,经验5-10年,本科","移动互联网,O2O / D轮及以上","
职位描述：

工作职责：
1. 负责机器学习/深度学习基础模型的研究和应用
2. 负责机器学习平台化的建设和推动
3. 负责前瞻性技术特别是AI技术的研究和搜索落地
岗位要求：
1.具有五年以上相关行业机器学习或深度学习经验
2.具有名校博士学位者优先
3.有广告CTR预估，搜索排序，推荐系统经验者优先

"
智能问答-机器学习研究员,30k-50k,搜狗,"30k-50k,经验3-5年,硕士","移动互联网,数据服务 / C轮","
职位描述：

【项目介绍】商业平台研发部为打造搜狗一站式营销服务提供基础架构支撑，支持跨平台及不同终端上的广告主及代理商的接入，包括搜索推广、网盟推广、品牌推广等广告投放平台架构设计和研发 ，为广告主、合作伙伴及业务人员等提供安全、稳定可靠的商业平台，满足其精准投放广告、精细化管理以及快速决策需求。在技术上，致力于解决分布式、高并发、大数据量，强一致性等带来的技术难题及挑战，构建和持续优化底层基础架构和基础服务，保证高可靠、高性能、高可扩展性快速支撑各项新业务。【职位诱惑】负责搜狗全产品线广告审核风控，百亿级数据处理规模，技术挑战和成长空间大，团队文化包容开放；拥有全方位的技术培训机会及多样化的技术交流途径和分享机会。【特别提示】搜狗欢迎专情的你，最多投递两个职位，请谨慎投递。【岗位职责】1、负责商业广告后台系统研发及架构优化（分布式自动审核、审核日志分析、风控数据挖掘等），保障日均亿级广告数据的高效实时处理，保证系统的高性能、高可用性和高可扩展性。               2、参与Java基础平台架构设计与优化，通用组件、中间件设计与开发。               3、参与解决海量商业数据分布式处理、高效即席查询、数据一致性、准确性等方面带来的各种技术难题和挑战。
【任职条件】
1、重点高校计算机或相关专业本科及以上学历，3年以上工作经验；                   2、精通Java编程，熟悉Java常用开源框架、设计模式及多线程开发，熟悉性能优化、对架构设计有一定理解和实践经验者优先；                  3、熟悉MySQL数据库，有一定的SQL性能调优经验，对其内部原理有深刻理解者优先；               4、熟悉Hadoop/MapReduce/Hive/HBase/Kafka/Spark等一项或多项大数据处理技术，具有较丰富的大数据开发经验；                   5、熟悉Shell\Python等至少一门脚本语言；               6、强烈的责任心，对技术充满热情，有较强的沟通能力和分析解决问题的能力。

"
机器学习,15k-30k,Udesk－企业级智能客服平台,"15k-30k,经验1-3年,本科",其他 / B轮,"
职位描述：

职位描述：
+ 企业服务领域智能化场景的业务分析、数据建模和数据优化。


任职要求：
+ 1年以上相关工作经验，有落地的产品；
+ 优秀的业务理解、目标制定、沟通能力；
+ 精通机器学习算法，丰富的数据分析、挖掘、建模经验，有NLP经验更佳；
+ 有TensorFlow/PaddlePaddle等深度学习工具经验；
+ 良好的开发能力（SQL/Java/Python/R/Scala等），了解大数据开发平台（Hadoop/Hive/Spark/Storm)。

职位亮点：
Udesk是国内领先的企业级智能客服平台，拥有数千家企业用户，为企业提供了一套集智能问答、即时通讯、VoIP、工单、知识库、数据分析为一体的完整的客服系统解决方案。
Udesk知名客户有海底捞、星巴克、凯撒旅游、中青旅耀悦、金山WPS、每日优鲜、58转转、宝洁等。覆盖了餐饮、本地生活、旅游、O2O、企业服务等行业。
Udesk去年6月完成B轮1亿人民币融资，投资方为君联资本、DCM。公司收入增长迅速，有大量的付费用户并开始盈利。
Udesk前端用Ember.js，后台用Java、Ruby、Go。日接口调用量超过200,000,000次。

"
视觉工程师（无人车）(029978),25k-50k,京东商城,"25k-50k,经验3-5年,本科",电子商务 / 上市公司,"
职位描述：

工作职责： 
1. 参与产品讨论，定义摄像头相关指标； 
2. 对摄像头的选型、评估、测试，与模组厂沟通，解决摄像头相关问题； 
3. 与其他算法工程师、机械工程师配合完成产品设计开发。            
任职资格: 
1. 本科及以上学历，光学、电子、计算机相关专业； 
2. 三年以上摄像头模组/工业相机研发/图像处理相关工作经验； 
3. 熟悉摄像头各构造部分的性能（sensor，ISP，IR filter，lens等）及能作出性能评估 ； 
4. 对典型的计算机视觉算法/及实现有基本了解； 
5. 熟悉摄像头驱动调试，有无人车和汽车电子相关经验者优先。            

"
资深视觉设计师,15k-25k,360,"15k-25k,经验3-5年,本科","移动互联网,游戏 / 上市公司","
职位描述：

岗位职责
1.负责游戏官网、专题以及活动页的相关设计。
2.负责重点推广图的制作，包括手机端和PC端。
岗位需求
1.熟练使用PS.AI。
2.会手绘.AE.C4D.FLASH或同类别软件优先。
3.能把握设计趋势，善于学习归纳经验。
4.有很好的团队协作能力以及抗压能力。

"
机器学习研究员,30k-60k,联想集团,"30k-60k,经验3-5年,硕士","移动互联网,数据服务 / 上市公司","
职位描述：

机器学习研究员
 
工作职责：
负责机器学习领域的技术研发和前沿问题的探索与研究，包括但不限于统计学习、神经网络模型设计与优化、增强学习、迁移学习等，并结合企业实际应用场景，提供全面的技术解决方案。
负责利用相关机器学习算法对商务智能应用提供模型支持，包括供应链需求预测、库存及物流网络优化、智能定价、用户行为分析，异常检测等；
任职要求：
1.     计算机科学、电子工程、数学、统计学或其它人工智能相关专业博士，硕士，3年以上研发经验；
2.     对常见的机器学习算法有比较深入的理解，扎实的数据分析和建模能力；
3.     有机器学习、计算机视觉、自然语言处理、数据挖掘等领域企业的工作经验，在某个子领域有过较深入的建模经验积累，比如预测、聚类等；
4.     精通至少一种编程语言，包括但不限于Python，C/C++、C#、Java、R等；
5.     对常见的机器学习或深度学习架构（例如Tensorflow，Caffe，Torch或Theano等）源码有研究；良好的深度学习建模基础，对调参细节有清晰的把握；
6.     在计算机科学顶级会议和期刊如NIPS、ICML、CVPR、ICCV、AAAI、KDD、ACL、PAMI、IJCV等发表过论文者优先考虑；
7.     有较强的沟通能力，能够逻辑清晰地进行自我表达，团队合作意识强，与人沟通积极主动；

"
视觉设计师,10k-20k,马蜂窝,"10k-20k,经验1-3年,本科","移动互联网,旅游 / D轮及以上","
职位描述：

岗位职责:
- APP平台运营活动的视觉设计- 日常运营的设计支持- 参与活动的策划、与前后端工程师沟通，确保线上效果- 参与制定视觉风格规范，不断探索新的设计趋势

任职资格:
- 热爱旅行- 本科以上学历美术、设计或相关专业- 2年以上运营设计经验，对H5专题的设计有相关经验- 善于手绘、能够不断探索尝试新的视觉风格，有敏锐的洞察力，了解前沿设计趋势- 良好的沟通、协调能力，有同理心- 能够站在用户的角度去理解问题，发掘不足，善于总结- 我们希望你善于c4d、动效设计- 具备良好的团队合作能力、善于沟通、富有激情、优秀的抗压能力- 简历需附带作品

"
视觉设计师,10k-20k,自如网,"10k-20k,经验1-3年,本科","移动互联网,O2O / A轮","
职位描述：

岗位职责： 1.网站专题设计、营销活动H5设计；
2.品牌设计，线下物料设计；
3.对专题进行设计风格和交互形式上的创新，有一定数量的独立设计作品。
 

岗位要求：
1.全日制本科及以上学历，一年以上互联网工作经验；
2.有优秀的视觉审美，较强的独立创意思考能力，并能传递到设计中；
3.思维活跃，想象力丰富，良好的团队合作精神，善于沟通； 4.了解设计发展趋势，熟悉各类设计风格,具有手绘能力者优先；热爱生活，有态度、有个性、有想法。

"
机器学习,25k-50k,尚德机构,"25k-50k,经验3-5年,本科",教育 / B轮,"
职位描述：


工作职责:  
    1、负责尚德研发算法研发（低质内容识别、优质内容分级、人机推优等）
    2、研究数据挖掘或深度学习领域的前沿技术,并用于实际问题的建模和优化     
 职责要求:  
    1、本科以上学历，自考本科优先  计算机或相关专业，知名互联网公司或人工智能公司优先
2、熟悉常用的机器学习算法模型，有策略方面的研发经验  
    3、熟悉linux下的C/C++编程，或python、shell等脚本编程    
    4、良好的逻辑思维能力，优秀的分析和解决问题的能力  
    5、良好的团队合作精神，敢于接受挑战，追求卓越 
    6、有数据挖掘、算法，深度学习，个性化推荐等相关工作经验者优先 

"
机器学习工程师,25k-32k,向上金服,"25k-32k,经验3-5年,大专","移动互联网,金融 / 不需要融资","
职位描述：

职位描述：
1.负责机器学习算法平台的研发：模型的设计，训练，调优等
2.机器学习数据处理及分析
3.负责深度学习模型工程化研发。
 
职位要求：
1.2年以上机器学习相关工作经验
2.能够详细描述 CNN、RNN, LSTM, GRU, Attention模型的算法
3.擅长常用机器学习框架之一，如Tensorflow, Theano, Torch等
4.擅长科学计算编程语言之一，如Java，Python，R，C++等
5.熟悉GBDT、LR、SVM 等机器学习相关算法
6.有海量数据处理经验，熟悉Hadoop、Spark等大数据生态技术
能在Linux环境下开发

"
