jobname,money,company_name,p_bot,industry,job_bt
大规模机器学习工程师,20k-40k,智铀科技,"20k-40k,经验1-3年,硕士",数据服务 / A轮,"
职位描述：

1、从事前沿大规模机器学习算法的研究与分布式开发，实现理论和工程的重大突破；
2、将算法应用到互联网海量数据中，解决公司核心机器学习问题，如搜索、推荐、CTR预估等；
3、提供开放平台，提供业内领先的机器学习服务，将技术创新推向亿万用户；
4、构建各种数据规模下，计算最快的大规模机器学习平台。
任职资格：
1、计算机、数学相关专业硕士以上学位;
2、良好的机器学习原理和最优化理论基础，深入理解机器学习问题求解方法;
3、有丰富的大规模机器学算法习开发和应用经验;
4、熟悉分布式/高性能计算系统，有map-reduce、spark、mpi、gpu等开发经验者优先;
5、具有良好的沟通能力，和良好的团队合作精神;
6. 在顶级国际期刊或国际会议上发表论文，或参加相关国际比赛获奖，及持有相关专利者优先

"
机器学习研究员,15k-30k,图灵机器人,"15k-30k,经验1-3年,硕士",移动互联网 / B轮,"
职位描述：

【职责描述】
1、学习和分享（20%精力），探索多模态人机交互系统的解决方案（融合图像识别等多模态输入和表情动作等多模态输出的）
2、算法研发和优化（80%精力），辅助研发运用循环神经网络的文本问答系统
 
 
【职位要求】
1、数学、物理或计算机相关专业毕业，良好的数学基础
2、经过有机器学习相关课程背景，经过系统的机器学习或数据挖掘训练
3、熟悉python语言，至少熟悉一种深度学习训练工具（Theano/TensorFlow/pyTorch/Keras/mxnet/CNTK）
4、对word2vec，CNN，LSTM, GRU等方法的原理有深入了解，和网络设计，有针对NLP领域的CNN或RNN的调参和设计经历
5、熟悉dropout, batch normalization， rmsprop等训练技巧
6、优秀的英文阅读能力，熟悉NLP领域前沿论文，能够快速编程实现
7、对解决具有挑战性问题充满激情

【几个重要问题】
1、公司会多重视这个职位？公司下一代多模态
2、哪类人特别适合？应届生或毕业1年左右，非常想进入互联网、人工智能或机器人等前沿方向的创业公司，并且有非常强的“学习成长欲”；聪明灵活、热情大方，但又注重细节&有耐性，做事让人放心。
3、哪类人特别不适合？只想做一份稳定/按部就班的行政工作、做事需要别人推动/自己从不主动去想更好的办法、接人待物缺乏热情、过于在意“面子”而不是“我能学到什么”
4、需要应聘者做什么准备？做个有心人，不要没有任何准备就来面试了。
 
【Leader说】

我是图灵机器人的创始人&CEO俞志晨，下面介绍下我们公司的“人才观”~
1、  人才是本，产品是末。借用@纯银 的一句话，“选对人是一件比设好KPI更重要一百倍的事情。一百倍啊一百倍。”
2、  “兴趣+主动+聪明”，比“当前的能力”要重要10倍。这样的人，在我们团队的成长会非常快，因为你可以直接来争取“想做的事情/职位”，公司一定竭尽所能的给你锻炼机会，只要你能对你自己负责，把事情真正做到位。但如果是“推一下、动一下”的人，我们一定不会要。
3、  不让人才受委屈。只要你真的能把事情做好，薪酬待遇、福利制度、团队氛围，甚至各种“个人关怀”，都会在公司力所能及的范围内提供给小伙伴——让你满意，让你的家人满意。我们团队，真的会让你感觉“暖暖的”。
 
就像行业大牛@李明顺的观点（引自@梁宁 的文章）：水大了就会有龙。人工智能机器人是波澜壮阔的万丈深渊，无数鱼会化成龙。我们相信自己最终会是化成龙的团队之一，在此恭候有识之士的加入；你，愿意吗？

"
机器学习工程师,20k-40k,和而泰,"20k-40k,经验3-5年,硕士",移动互联网 / 上市公司,"
职位描述：

岗位职责：
1) 基于用户家庭场景数据，包括各类智能设备、传感器和外部数据，通过机器学习技术主动学习用户偏好并推荐合适的设备动作
2) 配合AI产品经理完成需求评估、数据采集、模型优化及模型上线工作
 
任职要求：
1) 国内211/985或国外知名院校计算机、软件工程、数学或信号处理专业硕士毕业，2年以上机器学习项目实际经验；
2) 良好的数学基础、机器学习算法基础，对特征设计、模型选择、参数调优有良好的能力；熟悉lr/svm/boosting等方法；
3) 能够熟练使用Scikit-Learn、Pandas、Numpy、Tensorflow等框架，能使用Python, C/C++实现相关算法；
4) 了解强化学习的原理，能使用Q-Learning、SARSA等算法解决实际问题；
5) 有一定的产品思维，需要深入了解家庭场景，根据产品需求及当前可用的数据设计损失函数；
6) 良好的团队合作意识、沟通能力;
7) 有智能家居、物联网从业经验者优先.


"
机器学习,20k-40k,APUS Group,"20k-40k,经验1-3年,本科",移动互联网 / B轮,"
职位描述：


岗位描述:
1. 大数据用户画像的构建以及基于场景化的个性化推荐算法的实现。
2. 应用机器学习等尖端技术，针对海量信息建模，挖掘潜在用户价值和商业价值。
3. 负责个性化推荐核心技术，负责广告CTR预估技术创新与优化。
4. 提高推荐预测相关度、用户体验、广告投放效果及变现能力
职责要求:
1. 本科以上学历，扎实的统计学、机器学习理论基础。
2. 熟悉聚类、分类、回归、图模型等机器学习算法，对常见的核心算法理解透彻，有实际建模经验；
3. 具备大规模机器学习系统的研发经验 4. 具备推荐、广告投放、反作弊相关技术的知识和经验

"
机器学习研发工程师,30k-55k,美团点评,"30k-55k,经验3-5年,本科","移动互联网,O2O / D轮及以上","
职位描述：

职位描述：工作职责：结合新美大的技术和产品，开发和打磨特定的机器学习算法。职位要求：1. 理工类211、985本科及以上学历；2. 熟练掌握数理统计和机器学习的基础理论和方法，能从海量数据中发现规律；3. 在一个或多个领域有相关项目经验：数据挖掘、自然语言处理、图像处理、分布式计算、GPU并行计算等；4.熟练掌握c/c++、python/perl/shell等语言编程、及数据结构基础算法；5. 优秀的分析和解决问题的能力，对解决具有挑战性问题充满激情。


"
机器学习,12k-20k,客知音,"12k-20k,经验1-3年,本科","企业服务,移动互联网 / 天使轮","
职位描述：

我们是一家利用人工智能技术解决垂直领域问题的技术驱动公司。

“人工智能是不是未来”是个伪命题。“人工智能究竟在什么领域会率先落地”、“如何最快和最大程度地服务于人们生活和工作”，才是需要讨论的问题。我们正以实际行动给出我们的答案。

我们正处第四次工业革命的历史机遇期。第一次工业革命人类发明了蒸汽机，解放了人们的双手；第二次工业革命人类发明了电，发展了石油工业和内燃机，让人们可以快速地去到自己想去的地方，解放了人们的双脚；第三次工业革命是信息革命，人类发明了互联网，让千里之外的影音图像可以转瞬之间出现在人的眼前，解放了人的眼睛和耳朵；而第四次，人类找到了让机器“自我学习”的方法，旨在解放人的大脑，让机器替人类“思考”。

就像亚马逊不是搬到网上的沃尔玛，移动互联网不是电脑屏幕变小了的互联网一样，人工智能时代的产品功能、用户交互都将发生翻天覆地的变化。

如果你对开发一款人工智能产品感兴趣，或者对任何产品的“智能化”感兴趣，欢迎找我们聊聊，我们是这个领域的先行者，也总结了一些思路和经验希望和你分享。

# 工作职责

* 负责开发智能销售对话分析业务所需的线上服务
* 以后端开发工作为主，视兴趣和能力可以拓展到AI算法研究和开发
* 创造自动化工具，帮助数据科学团队伙伴提升研究效率

# 职位要求

* 愿意加入创业团队,有上进心,能承受高强度工作压力
* 大学本科学历，计算机科学、软件工程、信息学或相关专业
* 曾独立完成包含前端和后端的 Web 项目（个人项目亦可）
* 熟悉 Python 进行后端或算法开发
* 熟悉 Linux 开发环境，熟悉 Mysql, Redis, Mongodb 至少一种

# 加分项

* 有机器学习、数据挖掘方面学习或比赛经历
* 玩儿过函数式编程
* 研究过 DevOps
* 如有 GitHub 账号或技术博客，请在简历中写明

# 岗位诱惑

* 斯坦福、哥大、清华、北大等名校同事；
* 办公地点方便；东直门地铁站楼上就是；
* 自由开放、整洁温馨的办公环境；
* 公司气氛融洽；
* 免费午餐和晚餐；
* 水果零食；

# 关于我们

北京智合大方科技有限公司是一家新锐的人工智能创业公司。 智合大方科技产品“客知音”是国内首个销售对话智能分析系统。

客知音将销售对话转录成文字，并利用人工智能和大数据技术挖掘对话中的价值。客知音目前服务的客户主要在企业服务、金融和教育行业。我们和国内的多家呼叫中心系统和CRM厂商开展了不同层面的合作，协力为销售客户提供最完整的解决方案。

公司于2017年8月完成峰瑞资本数百万人民币的天使轮融资。

大牛手带 海量数据 机器学习 硅谷文化

"
量化研究员（机器学习）,30k-60k,奥可纳软件技术(上海）有限公司,"30k-60k,经验3-5年,本科",金融 / 不需要融资,"
职位描述：

·         你对做市商有兴趣吗？
·         你对运用数学，统计，机器学习到量化交易中有兴趣吗？
·         你对自动化交易有兴趣吗？
·         你对高性能系统有极致追求吗？

【社招】量化研究员（机器学习）-美国顶尖交易公司-上海
量化交易策略开发
关键技能: 统计学，数学建模，Python，量化研究，机器学习，英语
Akuna Capital is a trading firm with a strong focus on cutting-edge technology, data driven decisions and automation. Our core competency is providing liquidity as an options market-maker – meaning we provide competitive quotes that we are willing to both buy and sell. To do this successfully we design and implement our own low latency technologies, trading strategies and mathematical models. We founded in 2011 in Chicago.
Akuna 的量化交易和研究团队正在积极搜寻量化研究员加入到一支由数学家、统计学家和技术专家组成的团队之中。该团队通过将量化专业知识与对衍生品和金融市场的复杂理解结合起来, 科学地创造交易策略。我们正在寻找可以应用和开发机器学习算法，数学模型，统计, 用于开发交易策略。
 
在Akuna作为量化研究员会做什么：
·         运用统计，机器学习算法，数学模型等开发量化交易策略
·         设计和实现组合结构的优化算法
·         努力推动现有的项目, 进行量化研究，探索新的交易机会
 
如何成为优秀候选人:
·         2年以上量化研究，量化开发相关领域的专业工作经验
·         清华，北大，交大，复旦等顶尖名校的统计学或数学专业，本科以上学历
·         具有量化分析，研究和机器学习方面的专业知识
·         具备Python 编程技能 (C++ 是加分项)
·         在实际应用中使用真实世界数据集的经验
·         良好的中英文沟通能力
 

"
机器学习工程师,25k-50k,滴滴出行,"25k-50k,经验3-5年,本科",移动互联网 / 不需要融资,"
职位描述：


通过机器学习技术打造司机体验建模、乘客信誉建模、司机构成分类、乘客留存建模等技术，结合机制设计进行利益分配促成良性生态，打造出行平台的长期增长引擎。任职资格：1. 计算机或数学相关专业毕业，有扎实的数据结构和算法基础，或者有较好的数学功底；2. 编程基础扎实，熟练使用至少一种常用的编程语言，包括但不限于：C++、Python、Scala、Go、Java、Matlab；3. 在机器学习或数据挖掘方向有较强的积累，熟悉经典的算法并有实践经验，包括LR、SVM、GBDT、Reinforcement Learning、Deep Learning；4. 有学习热情，关注业界前沿技术，follow人工智能国际会议研究动态，不断提升自己在机器学习、运筹优化、机制设计、数理统计。


"
机器学习/深度学习平台研发工程师,20k-40k,猎户星空,"20k-40k,经验3-5年,本科","移动互联网,硬件 / A轮","
职位描述：

工作职责：
开发GPU计算管理平台，管理计算资源及存储资源，提供机器学习云服务
岗位要求：
1. 熟悉liuxu编程环境，有较强的开发能力（python/java)2. 熟悉分布式管理框架，有Mesos/Kubernets等项目经验的优先3. 了解深度学习框架，有相关开发经验的优先4. 善于学习，有良好的沟通能力和团队合作精神

"
机器学习算法工程师,20k-35k,京东商城,"20k-35k,经验3-5年,硕士",电子商务 / 上市公司,"
职位描述：

工作职责：
基于机器学习算法完成无人机平台上的各种功能的开发与实现。主要工作可能包括：
1.基于机器学习完成特定目标的跟踪识别；
2.利用强制学习辅助导航系统和控制系统优化；
3.在线智能故障诊断专家系统的开发等。

任职资格：
1. 计算机科学、数学等相关专业硕士及以上学历，较强的数学/统计学背景优先；2. 3年以上软硬件和实时通信系统项目经验；3. 精通一种以上现代编程开发语言(C++、Python等)；4. 有过在复杂系统中应用机器学习的项目经验；5. 有过无人机相关项目经验者优先；

"
