jobname,money,company_name,p_bot,industry,job_bt
算法工程师,18k-36k,滴滴出行,"18k-36k,经验1-3年,本科",移动互联网 / 不需要融资,"
职位描述：

职位描述
1. 对海量出行数据进行挖掘，为各类诚信出行场景建模
2. 参与滴滴核心的信用体系搭建，融合多元化、多维度的诚信类别
3. 参与孵化滴滴信用产品，提供出行领域强大信用能力的输出
 
职位要求：
1. 本科及以上学历，计算机、数学或统计学等相关专业，一年以上算法相关经验；
2. 扎实的数据结构和算法基础，精通C/C++、Python、Scala、Java等至少一门语言；
3. 熟悉自然语言处理/数据挖掘/机器学习/深度学习等至少一个领域的常用算法模型原理，具备相应工程能力；
4. 熟练掌握海量数据处理技术，有使用Hadoop/Hive/Spark分析海量数据的能力和经验；
5. 熟悉Scikit-Learn、TensorFlow、SparkMLlib、Caffe等框架，能够灵活运用到实际场景中；
6. 强大的自驱力和抗压能力，对数据与业务的深层联系，有着浓厚的兴趣和求知欲；
 

"
数据算法工程师,25k-35k,北京智慧图,"25k-35k,经验3-5年,硕士","移动互联网,数据服务 / C轮","
职位描述：

工作职责：  
1、基于数据平台提取、处理业务数据，构建相关数据分析模型；
2、通过数据分析、挖掘，给出直观的业务洞见和数据结论
3、基于在线和离线数据的分析验证平台的设计和开发；

职位要求：  
1、  硕士及以上学历，数学/计算机/通信 相关专业，2年及以上工作经验
2、  熟悉常用的机器学习算法，了解不同模型的特性，具有灵活运用模型进行数据分析的能力
3、  熟悉任意一种数据分析软件：Python/MATLAB
4、  熟悉linux平台、熟悉脚本（shell、python等）编程-
5、  熟悉Hadoopspark，具有分布式数据挖掘项目经验
6、 具有良好的沟通能力，和良好的团队合作精神-
7、 优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情  
8、  有以下任一领域有深入研究者优先：机器学习/信息检索/自然语言处理/统计学习/博弈论/人工智能  

"
算法工程师,17k-34k,猫眼电影,"17k-34k,经验1-3年,本科","移动互联网,文化娱乐 / 未融资","
职位描述：

职位描述：
工作职责：1、参与分析电影行业相关的数据，包括文本、行为、交易数据，挖掘并建立影片的用户画像和特征体系。2、负责应用各种机器学习算法，对即将上映的电影票房进行预测，并构建智能的排片系统。3、关注电影行业领域大数据、人工智能等相关问题和算法，结合业务情况进行技术预研。任职要求：1、电子、通信、计算机、数学等相关专业本科以上学历，1年以上工作经验。2、熟悉Linux环境下的代码开发，熟练掌握C/C++、Java、python、matlab等一门或多门编程语言。3、熟练掌握常用的数据挖掘和机器学习算法，如分类、聚类、回归、时间序列模型等，熟悉各种特征提取、特征选择、数据降维等技术；4、有票房分析与预测、用户行为分析、电影行业经验者优先。5、工作有计划性，责任心和执行能力强，具备高度的责任心、诚信的工作作风、优秀沟通能力及团队精神。

"
高级大数据挖掘/算法工程师,30k-50k,京东集团,"30k-50k,经验1-3年,硕士","电子商务,数据服务 / 上市公司","
职位描述：

 
【岗位职责】
1、基于海量数据，开发设计高可扩展/高并发/高效的数据挖掘、机器学习、统计分析、图等算法，挖掘用户风险行为特征
2、利用数据挖掘、机器学习、AI等技术的应用、以及对技术的创新和设计识别风险行为及场景，包含人机识别、社区关系网络、打假反作弊、风险画像、NLP、图像语音识别与反识别等技术的探索和应用；
 
3、基于聊天、商品评论、网络爬虫等数据基础，进行自然语言处理、NLP语义模型分析。
【任职要求】
1、计算机、统计学、应用数学等大数据相关专业研究生以上学历，985/211大学背景者优先；
 
2、熟悉常用数据挖掘模型原理，并有实际项目的模型开发、应用和优化经验；
 
3、至少熟悉一种编程语言，Scala、Python、R、SAS等，熟练使用SQL，熟悉Spark；
 
4、熟练使用Caffe，Keras，Torch，TensorFlow等深度学习框架，喜欢研究前沿技术，有实际项目应用经验者优先考虑；
 
5、对数据、业务、商业敏感，具备良好的逻辑分析能力、组织沟通能力和团队精神，乐于分享、勇于承担；
 
6、有从事品控识别经验的优先考虑。
 

"
算法研发工程师,15k-30k,七牛云,"15k-30k,经验不限,本科","移动互联网,数据服务 / D轮及以上","
职位描述：

岗位职责:
-从事前沿人工智能技术研发，设计改进算法框架，提供算法平台服务社会
-至少涉及以下一种职责，包括机器学习、计算机视觉、图像处理，语义理解等的算法和系统研发
-将技术创新推向亿万用户

任职要求:
-创造性思维，富有想象力，有推进人工智能的理想和使命感
-在以下至少一个领域有深入的研究：
-统计机器学习（如深度神经网络、Boosting, 图模型，概率统计，最优化方法、文本挖掘、搜索推荐等）
-计算机视觉（如人脸检测识别、图像识别理解，OCR、增强现实、图像质量评价，图像分割增强、目标检测和跟踪、视频分类、视频事件检测等）
-语义理解检索 (如知识图谱表示，结构化预测，语义解析，信息检索，知识挖掘等）
-熟悉和掌握C/C++和脚本语言编程(如Shell, Python, Perl等）
-熟悉Caffe,Tensorflow,MXNet,Keras等常用神经网络计算框架一种或者几种更佳
-熟练使用OpenCV等图像和视觉算法库
-具有良好的沟通能力，和良好的团队合作精神

"
算法工程师,25k-45k,超萌,"25k-45k,经验1-3年,硕士","数据服务,企业服务 / A轮","
职位描述：

关于公司
 #线下零售数据服务与人工智能决策公司#
超盟数据是国内领先的“人工智能+零售”公司，斥资千万打造商品分析平台，为企业用户定制专业的数据驱动业务的产品和解决方案。旨在完整构建零售企业在大数据时代下的决策闭环——从数据收集、数据分析、数据挖掘到最终决策。已为多家连锁便利企业提供了一站式的数据管理和分析平台，帮助企业建立数据驱动的体系，实现数据资产化。
截止2017年已累计融资数千万美元，获得真格基金、力合清源、山行资本、襄禾资本、远镜资本等知名投资机构投资，是零售大数据服务领跑者。 
岗位职责（工作内容、职责、目标等）:
 
1、 开发和优化用户行为数据挖掘，文本分类和语义理解，社交网络分析，网页搜索，推荐系统等领域的特定算法
2、 能够很快学习和利用 state-of-the-art 的算法解决实际产品问题
 
任职资格（学历、工作经验、专业技能等）：
1、 硕士及以上学历。计算机专业机器学习、数据挖掘、自然语言处理方向；数学专业统计学、应用数学方向优先
2、 优秀的编码与代码控制能力, 有扎实的数据结构和算法功底
3、 具备linux环境研发能力，至少精通一门编程语言。熟悉shell/python/awk/R/mapred等相关经验者优先
4、 具备较强商业sense和数据分析能力，能够针对业务提炼指标评估策略价值及发现关键问题
5、 有数据挖掘/机器学习/推荐系统开发经验者优先  
6、 在算法竞赛或论文发表方面有成果的优先考虑
7、 有大数据相关工作经验，熟悉Hadoop，Spark，Hive等工具者优先
8、 具备阅读英文论文能力
 
现在团队构成  * 前Amazon美国总部SDE * 前IBM美国总部计算机科学家 * Hacker, 6次国际性hackathon winner, NOI银牌 * 清华, UIUC, 多伦多大学 * 集结了无数微软/腾讯/联想/百度/亚马逊/去哪网/伊利等知名企业优秀员工的加入 * 还有你  我们能给你： 
 1. 五险一金，给你最好的保障 2. 弹性的工作制，让你起床无忧 3. 零食饮料书籍无限供应，送你一个完美的下午茶 4. 公司提供中/晚餐，解决你的温饱、同时保障健康 5. 公平公正的晋升空间，不拿工龄/经验/学历压大，一切看你个人能力 6. 开放式办公环境，再牛的大佬都坐在你周围，个人提升超快哦 7. 每个人都能参与用户需求讨论和把自己想用的技术带进公司的stack， 产品由设计出发，只开发有价值的功能 8. 按月举办员工生日会，不定期团建/旅游让你嗨翻天  

"
算法平台工程师,18k-35k,猎户星空,"18k-35k,经验不限,硕士","移动互联网,硬件 / A轮","
职位描述：

岗位职责:
1.负责计算机视觉部门的分布式AI算法训练平台的构建和调优；
2.负责训练数据获取、存储、安全策略；
3.负责AI模型评测和上线。
任职要求:
1.熟悉分布式系统或存储的架构和原理，如：HDFS，yarn，glusterfs；
2.熟悉docker容器，kubernetes编排技术；
3.有大规模GPU集群平台搭建经验者优先；
4.熟悉常见的深度学习模型forward流程；
5.熟悉C++,python/R。

"
数据算法工程师,20k-40k,易到,"20k-40k,经验1-3年,本科","移动互联网,O2O / D轮及以上","
职位描述：

职位描述：
1、通过机器学习技术提高平台运营效率，提高用户和司机体验，提升易到竞争力
2、综合使用运筹优化、机器学习和经济学方法，打造司机乘客基础定价、基于供需的动态定价、基于乘客生命周期、场景的价格差异化策略，优化平台长期经济收益。
3、通过机器学习技术打造司机体验建模、乘客信誉建模、司机构成分类、乘客留存建模等技术，结合机制设计进行利益分配促成良性生态，打造出行平台的长期增长引擎。
 
任职资格：
1. 计算机或数学相关专业毕业，有扎实的数据结构和算法基础，或者有较好的数学功底；
2. 编程基础扎实，熟练使用至少一种常用的编程语言，包括但不限于：C++、Python、Scala、Go、Java、Matlab；
3. 在机器学习或数据挖掘方向有较强的积累，熟悉经典的算法并有2年以上实战经验，包括LR、SVM、GBDT、Reinforcement Learning、Deep Learning；
4. 有学习热情，关注业界前沿技术;有一定抗压能力，能适应互联网节奏

"
算法工程师（标签和行研）,20k-40k,京东金融,"20k-40k,经验3-5年,本科",金融 / 上市公司,"
职位描述：

岗位职责：
1、负责文本item的处理，包括关键词提取、主题分析、类目预测、质量打分等； 
2、负责海量用户行为的分析研究，挖掘优化腾讯用户画像，包括人口属性和用户兴趣等；
3、负责推荐引擎算法的开发，包括各类推荐算法的实现、特征和参数调优、用户体验优化等； 
4、负责数据营销平台策略的开发，包括用户洞察、行业指数趋势预测、各类精准定向算法的实现和优化等。

任职资格： 
1、本科以上学历，计算机、应用数学、模式识别、人工智能、自控、统计、运筹学等专业；
2、3年以上相关工作经验；
3、具备数据挖掘、NLP、机器学习、最优化等算法原理知识背景； 
4、具备推荐系统、精准营销、信息检索等方面的工作经验优先； 具备大规模分布式计算平台的使用和并行算法的开发经验；
5、对大数据处理及应用有浓厚兴趣； 
6、熟练掌握至少一种编程语言，Java、Scala、C、R、Python。

"
算法工程师,30k-40k,厦门市云客网络科技有限公司,"30k-40k,经验3-5年,本科","移动互联网,电子商务 / 天使轮","
职位描述：

岗位职责：
1.针对公司业务需求提出合适的算法解决方案，推动该方案在业务系统的实现； 具体将在自然语言处理、图片、视频识别等领域
2.从数据中发现现有系统和算法的不足，提出改进的算法并推动实现； 
3.追踪业内前沿算法技术，结合公司业务特点，探索将前沿的算法技术应用于实际业务。
岗位要求：
1.计算机，电子信息、数学或相关专业本科及以上学历，硕士为佳； 
2.在机器学习，深度学习，数据挖掘，自然语言处理、图像视频识别等算法领域有扎实基础和经验，对算法原理及应用有较深入的理解；
3.有较多的程序开发经验，对数据结构和算法知识应用熟练；有大数据处理经验者更佳
4.较好的主动性和求知欲，良好的沟通协作和抗压能力。

"
