jobname,money,company_name,p_bot,industry,job_bt
数据挖掘工程师,20k-30k,京东商城,"20k-30k,经验1-3年,本科",电子商务 / 上市公司,"
职位描述：

工作职责：
1、使用统计学分析方法、挖掘算法，构建数据分析模型来驱动增长和运营
2、进行项目评估、效果评估；响应产品、运营、市场等部门的数据分析工作
3、根据用户行为在不同时间的变化进行数据分析和策略优化，通过建立模型来驱动增长和运营；
4、定期进行行业数据分析报告、市场分析报告、产品报告和用户行为分析的报告发布。
任职资格：
1、统计学、计量经济学、数学相关的专业硕士以上学历；
2、2-4年数据分析或数据挖掘经验，有IT大数据分析经验，咨询公司数据分析经验、互联网数据建模分析经验者优先；
3、具备大数据的处理能力，精通Hive、SQL等相关数据查询工具和语言及R，python等统计分析语言，熟练操作Tableau、excel、SAS/SPSS等工具；
4、良好的数据敏感度，能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验。


"
数据挖掘/机器学习工程师,25k-35k,360,"25k-35k,经验3-5年,本科","移动互联网,游戏 / 上市公司","
职位描述：

【奇虎360搜索团队】【机器学习/数据挖掘工程师】-北京
工作职责：
负责query意图分析、排序模型优化、用户行为挖掘、页面质量分析等工作，持续提升网页搜索结果质量。
 
职位要求：
两年以上互联网公司工作经验；
熟练掌握C/C++，熟悉Python/Perl/Shell等至少一种脚本语言；
对数据结构和算法设计有较为深刻的理解；
熟悉常见的机器学习&数据挖掘算法，有相关研究或项目经验；
优秀的分析问题和解决问题能力，对解决挑战性的问题充满激情；
具备搜索/计算广告/推荐/大规模数据分析等相关经验者优先。

"
数据挖掘工程师,15k-30k,作业帮,"15k-30k,经验3-5年,本科","移动互联网,教育 / C轮","
职位描述：

工作职责:
1. 直播课用户增长方向，包括用户划分、刻画、建模等及策略的分析、研发及评估工作
任职资格:
1. 至少熟练掌握一门编程语言、对数据结构和算法设计有较为深刻的理解，动手能力强
2. 有机器学习/数据挖掘相关背景者优先，或者算法能力强
3.具有良好的数据分析和解决实际问题的能力，较强的创新能力，对解决挑战性问题充满热情
4.具备良好的时间和流程意识，能够针对需求和目标给出合理的解决方案及排期

"
数据挖掘工程师,20k-40k,一起作业网,"20k-40k,经验不限,本科","移动互联网,教育 / D轮及以上","
职位描述：


工作职责：1）基于在线教育的学情数据进行数据抽取、数据分析、数据建模；2）根据业务需求，针对付费数据进行分析，辅助精准化运营；
职位要求：  ● 统计、数学、计算机 或 相关专业本科及以上学历；  ● 具有扎实的数学基础，能够利用数学和统计知识分析和解决问题；  ● 熟悉sql，能够使用sql进行数据抽取；  ● 熟悉python/shell等脚本语言优先考虑；  ● 了解hive者优先考虑，了解spark/mr者优先考虑；

"
搜狗明医-数据挖掘工程师,20k-40k,搜狗,"20k-40k,经验1-3年,本科","移动互联网,数据服务 / C轮","
职位描述：

【项目介绍】 搜狗明医是搜狗2016年中发布的一款旨在为用户提供真实、权威的医疗信息的垂直产品，旨在使搜狗成为用户寻找医疗信息的首选搜索引擎。目前产品形态上覆盖了搜索、智能自诊分诊（人工智能）、医生医院疾病信息及用户讨论区，上线以来市场份额一直快速提升中。【特别提示】 搜狗欢迎专情的你，所以提醒你只能选择两个项目，请慎重投递。
【岗位职责】

负责医疗健康类数据的挖掘和抓取；
应用自然语言处理技术，将非结构化数据处理为结构化数据；
知识图谱及相关推荐。

【任职条件】
1.本科及以上学历，计算机相关专业；3年以上相关工作经历。2.精通C++或Java编程语言，熟悉Python/Shell/R脚本语言者优先；3.对数据结构和算法设计有较为深刻的理解；4.熟悉机器学习的基本算法，熟悉Hadoop分布式计算和Web信息检索者优先；5.优秀的分析和解决问题的能力，对挑战性问题充满激情，有较强的学习能力；6.良好的团队合作精神，较强的沟通能力。

"
数据挖掘工程师,15k-30k,链家,"15k-30k,经验1-3年,本科","移动互联网,O2O / C轮","
职位描述：

工作职责：
1.运用数据挖掘/机器学习的理论和方法，开展如小区均价，房源聚合，真伪鉴别等工作； 2.参与建设租赁平台B端与C端数据仓库，研发数据挖掘类产品与应用，如行业分析，BI报表，画像与推荐等；3.从系统应用的角度，解决实际业务问题；
任职要求：
1.本科及研究生以上学历；2.熟悉常用算法和数据结构，具备Linux环境研发能力，至少熟悉一门编程语言；3.熟悉数据挖掘相关算法，包括但不限于决策树、SVM、聚类、逻辑回归等，并具备1年以上的数据挖掘/机器学习相关工作经验；4.有相关的的数据分析、挖掘、清洗和建模的经验，熟悉Spark,Hadoop,Hive,Storm等优先；5.具备良好的学习能力和沟通交流能力，能够迅速熟悉业务，融入团队；

"
数据挖掘开发工程师,15k-30k,Gridsum 国双,"15k-30k,经验3-5年,本科","数据服务,企业服务 / 上市公司","
职位描述：

【职责描述】 
与业务专家合作，利用数理统计、数据挖掘的理论和方法解决实际问题，优化业务结果，提供决策支持；
包括但不限于以下方向：
1.广告投放优化：分析互联网数字营销数据，基于大数据平台建模，提高营销的ROI;
2.用户画像：负责构建用户数据模型，挖掘用户群体属性、潜在种子用户以及用户偏好等信息 ;
3.用户价值评分模型：利用特征工程提取用户特征，建立模型，找出高价值用户;
4.异常检测：能够对于数据异常，流量作弊情况进行及时预警 。
 
【职位要求】
1.数学、物理、统计、计算机、信息学院或相关专业本科及以上学历;
2.喜欢折腾数据并从数据中发现价值，具备良好的逻辑思考能力和快速的学习能力;
3.一年以上数据分析或数据挖掘或NLP经验。有互联网大数据分析经验，数字营销、广告行业经验者优先;
4.熟悉python/R、SQL等语言，有使用科学计算类库或工具的经验者优先。

"
数据挖掘工程师,20k-40k,腾讯,"20k-40k,经验1-3年,硕士","移动互联网 ,游戏 / 上市公司","
职位描述：

计算机（机器学习、自然语言处理等方向）、数学相关专业本科及以上学历；  
1-3年自然语言处理、机器学习、数据挖掘、推荐引擎等相关工作经验；
熟练掌握python，c++、linux后台开发； 
扎实的数据结构和算法功底； 
熟悉Hadoop，spark等优先； 
熟悉深度学习，有相关工作经验优先；  
积极主动，勇于接受挑战，富有创新精神。

"
数据挖掘工程师,25k-35k,INK 银客集团,"25k-35k,经验3-5年,本科","移动互联网,金融 / C轮","
职位描述：

岗位职责
1. 结合业务场景，对海量用户行为数据进行深度数据分析与统计，挖掘用户行为模式，为运营决策提供数据支持、产品规划建议。
2. 结合用户数据与外部数据，自研或改进算法，对用户行为进行高精度预测
3. 针对即有的业务产品进行推荐算法的设计
4. 可将单机算法模型进行分布式改造，并部署到生产分布式计算环境
5. 关注数据挖掘及机器学习技术前沿动态，并可以结合场景推进算法模型类产品升级
 
任职要求
1. 本科(211，985)以上学历，经济学，数学，统计学，计算机等和数据挖掘高度相关专业。
2. 具有2年以上相关工作经验，有互联网建模及挖掘工作经验者优先。
3. 熟练掌握SQL。掌握R，python，java语言之一。
3. 熟悉分布式计算框架MR，Spark的使用。了解Hadoop家族生态优先。
4. 具有业务Sense&产品Sense，有业务抽象能力&领域建模能力。
5. 熟练使用常用机器学习算法，如逻辑回归/贝叶斯网络/决策树/随机森林/GBDT/支持向量机，对于特征工程、算法选择和调优。了解算法原理者优先。
6.负责敬业，乐于分享，勇于探索与坚持创新

"
数据挖掘工程师,15k-25k,探探,"15k-25k,经验1-3年,本科","移动互联网,社交网络 / D轮及以上","
职位描述：

探探，2015年“最受女性欢迎的社交app”奖项获得者。
探探，2015年拉勾“社交领域最佳雇主”奖项获得者。
探探，2015年百度“年度创新应用”奖项获得者。
探探，2015年中国互联网大会“最具行业先锋奖”奖项获得者。
探探，2015年中国互联网大会授予探探团队行业先锋人物获得者。
截至到目前，已成就14亿次陌生人之间的浪漫配对。 
探探创造了一种惊喜感和趣味感十足的全新社交方式，在年轻人中迅速窜红，上线1年完成千万美金级的B轮融资，并于2016年5月完成3200万美元C轮融资。
社交是一个巨大的市场，目前投资商对探探的现估值上亿美金，并且扔处于高速增长期。我们希望凭借团队优秀的产品、技术实力，在这个领域做出一款出色的产品。
目前团队成员来自硅谷、BAT、知名创业公司等。我们希望参照硅谷的管理模式，创建一个工程师文化浓厚、重视工作幸福感、technology driven的公司。每年我们还会派出技术同事参加重磅级技术峰会，比如我司技术参加PostgreSQL2015年欧洲技术分享会,并参与重要演讲。

职位描述： 1. 迎接10亿+ 用户数据的挖掘、分析挑战； 2. 与团队同事协作，挖掘总体数据价值，满足各个部门的数据提取需求； 3. 根据产品需求，挖掘用户使用行为，追踪各项转化率。
 职位要求：
1. 拥有2年以上互联网／移动互联网产品数据挖掘、数据分析等工作经验； 2. 对数据有敏锐的洞察，快速的业务理解及学习能力；
3.熟悉Mysql或Oracle数据库，精通SQL；
4.熟练使用C、Golang、php、Java、Python中至少一种语言；
5.思路清晰，主动性强，有很强的自我驱动能力。
 符合以下条件优先：
1.英文技术文献阅读和理解能力；
2.有社交、电商、O2O数据挖掘经验。

"
