jobname,money,company_name,p_bot,industry,job_bt
自然语言处理/机器学习研究员,30k-60k,爱奇艺,"30k-60k,经验3-5年,本科","广告营销,文化娱乐 / D轮及以上","
职位描述：

#岗位职责#
1.        负责自然语言处理相关的技术研发和落地、追踪前沿的nlp技术对模型进行优化
2.        负责基于大数据的预测模型研发，实现电影票房预测、电影/电视剧的VV预测等
3.        负责SNS的舆情情感分析（spam评论发现、情感极性分类、评价对象抽取等）
#岗位要求#
1.        计算机相关专业硕士及以上学历，3年以上相关工作经验，较强的算法基础、c/c++或python编码能力
2.        精通机器学习、在顶级国际会议有论文发表者优先
较强的分析问题解决问题能力，工作踏实上进，有良好的团队合作意识

"
自然语言处理工程师,20k-40k,陌陌,"20k-40k,经验1-3年,硕士",社交网络 / 上市公司,"
职位描述：

岗位职责：
1、参与陌陌平台文本spam识别的开发，参与优化文本分类、聚类，文本相似性，语言模型，情感分析，用户行为分析等工作，持续改进和升级现有产品；
2、针对平台污染爆发，能够提出解决方案并及时进行污染控制；
3、跟进文本挖掘相关领域最新技术，对产品提出改进建议，对现有技术方案进行演进，同时探讨和开发新的产品。
岗位要求：
1、熟练掌握常用的数据结构和算法，及Java/C/C++/Python等语言；
2、熟悉常见的机器学习、自然语言处理算法；
3、至少在以下一个或多个领域有过研究或工程经验：文本分类、知识图谱、文本挖掘、文本相似性、命名实体识别、分词、信息检索、Q&A、机器翻译；
4、具有良好的逻辑思维能力和数理基础，能够主动发现问题，分析问题，良好的团队合作和沟通能力，良好的工作态度和自我驱动力； 
5、有较好的英文文献阅读能力。

符合以下条件优先：  
1、具有深度学习相关开发经验；
2、优秀的分析和解决问题的能力，对解决具有挑战性问题充满激情；
3、熟悉Hadoop/Spark等相关平台。

"
自然语言处理工程师-中国-00505,12k-24k,出门问问,"12k-24k,经验1-3年,本科","移动互联网,O2O / D轮及以上","
职位描述：

岗位职责：1.负责NLP相关新产品的可行性研究，技术方案选型，以及POC的原型开发；2.负责NLP相关新产品的核心技术研发与优化；3.与NLP算法团队紧密合作开发NLP开放平台，提供业内领先的自然语言服务。
任职条件
必备条件：1.有传统机器学习算法(SVM/RF/GBDT/LR等)，深度学习算法（LSTM/CNN等）开发经验，熟练使用TensorFlow框架；2.熟练使用Java，有一年以上NLP项目经验；3.有良好的数据结构和算法设计基础；4.具备快速学习能力，团队协作能力强，热爱钻研和探索新技术。加分项：1.有Chatbot，QA系统，知识图谱，VPA，IoT等项目开发经验；2.熟练使用Python；3.工程经验丰富。

"
算法研究、自然语言处理实习生,4k-6k,爱智慧科技,"4k-6k,经验不限,本科","移动互联网,金融 / 天使轮","
职位描述：

（1）对人工智能领域充满热情，具有较强的创新性，勇于提出新想法并积极验证；（2）对统计学、机器学习、NLP的基本概念和算法有充分的理解；对知识图谱有一定的了解；（3）对语义网、统计推断、深度学习、强化学习等方向之一有较为深刻的理解与实践经验；（4）编程技能熟练，能独立解决问题；（5）加分项：在相关领域期刊、学术会议上发表论文或者具有建模大赛获奖经历。

"
自然语言处理工程师（可实习）,12k-24k,扇贝,"12k-24k,经验1-3年,不限","移动互联网,教育 / B轮","
职位描述：

关于扇贝Lab团队：
- 扇贝有非常严格的代码规范和代码 review 机制，不符合要求的代码全部要重写。 变量名、函数名、module 名都是 review 的对象；
- 我们每个月至少有两次团队分享，每个人都要参与，分享计入考评。 我们也会积极参与到技术社区的分享中；
- 学习能力是个人晋升的重要指标；
- 因为我们有严格的代码规范，所以我们几乎不加班，加班绝对是特殊情况；
- 工作之余还算轻松，我们有一个专门的活动室，免费提供零食、水果、XBox、乒乓球室等等；
- 我们也提供人体工程学座椅， 办公电脑是Macbook Pro。

工作内容：
- 非结构化文本的特征提取，建立、测试、调优分析模型，文本间相关度，词性标注，句法分析等研究;
- 语义对话引擎的相关开发，以及新技术和方向的研究。

基本要求：
- 熟练掌握自然语言处理领域的基础理论和方法；
- 熟练掌握至少一种深度学习框架（TensorFlow, Caffe2, MXnet, PyTorch...）；
- 具有1年以上 NLP、机器学习/深度学习相关工作经验，有 Kaggle 获奖经历优先；
- 熟悉算法与数据结构，有 ACM 获奖经历优先；
- Show me the code. 如果有 github 地址，请给我们地址。

"
自然语言NLP算法工程师,25k-50k,考拉阅读,"25k-50k,经验不限,本科","教育,移动互联网 / A轮","
职位描述：

一、工作职责：
1、负责题库的内容信息抽取，信息检索，内容质量检查等NLP相关项目。
 
二、岗位要求：
1、本科以上学历，一年以上NLP开发经验；
2、算法数据结构基础扎实，熟练掌握各种NLP算法；
3、掌握常用机器学习算法，理解常用模型；
4、有搜索引擎，推荐引擎相关项目者优先；
5、Python、C++、Java均可。
 

"
自然语言处理工程师,15k-30k,科达,"15k-30k,经验3-5年,本科",文化娱乐 / 上市公司,"
职位描述：

岗位职责：    1、利用相关技术和算法，提供文本分析相关的基础方案与服务；     2、针对海量文本内容进行中文分词、语义识别、自动聚类等文本挖掘工作；     3、负责搭建相关的机器学习 & 大数据计算平台；    4、负责数据和业务的紧密集合。   

岗位要求：1、熟练掌握自然语言处理NLP相关理论与技术方法；    2、熟练掌握使用java（或python），数学正则，至少掌握一种脚本语言；    3、熟悉中英文分词、词性标注、实体识别、句法分析、自动文本分类，关键值提取等自然语言处理技术，熟悉语义分析方法和技术（相似度计算、本体理论、语义推理等）；    4、熟悉人机对话的前沿方向和研究方向；    5、熟悉了解人工智能、机器学习等领域的前沿方向与研究动向；   6、具备将机器学习与自然语言处理的理论转化为实践的能力； 7、具有相关项目研发经验者（项目主要参与人员）优先；

"
自然语言处理算法工程师,20k-40k,减约,"20k-40k,经验不限,硕士","移动互联网,医疗健康 / A轮","
职位描述：

工作职责:
1.实现NLP在健康垂直领域的对话系统、推荐系统、知识图谱等方向上的应用；
2.利用DL、NLP技术解决产品问题；
3.研究自然语言处理领域的前沿技术。
 
任职要求:
1.计算机、信息与信号处理、通信、数学等相关专业硕士或博士学历，博士优先；
2.有NLP/NLU、文本挖掘、机器学习、深度学习等相关领域的研究背景，对CNN，RNN有深刻理解；
3.在语义分析、知识图谱、对话系统等方面有丰富的工程实战经验者优先；
4.熟悉Java/c++/c/python等一门或多门编程语言；
5.精通tensorflow/torch/caffe等一种或多种深度学习框架；
6.具备良好的英文文献检索与阅读能力；
7.了解NLP等领域的前沿方向与研究动向。

"
NLP研发工程师,25k-50k,小红书,"25k-50k,经验3-5年,本科","生活服务,电子商务 / C轮","
职位描述：

职责描述：1.负责自然语言处理的基础研究和开发, 设计并优化算法, 理解用户意图, 打造智能人机交互系统;2.负责面向问答技术的语义分析、知识库建立、信息抽取等事宜的方法和实践;3.跟踪学习 NLP、机器人等相关领域的前沿技术以及业界先进应用

任职要求：1.扎实的自然语言处理和机器学习的技术基础;2.在如下专业领域有丰富经验：分词、词性标注、新词发现、词义消歧、情感分析、主题模型、话题分析、命名实体识别、事件发现、舆情分析、知识图谱，独立实现过 NLP 系统;3.有过对话管理相关技术、意图解析、对话生成、知识图谱等研发经验者优先;4.有过深度学习研究经验者优先;5.良好的团队合作意识，对技术饱有热情;

"
自然语言处理专家,20k-40k,Datatist,"20k-40k,经验3-5年,硕士","数据服务,广告营销 / A轮","
职位描述：

职责· 设计并构建NLP基础平台，用于处理各类NLP任务。· 构建NLP相关的预测模型，服务于用户画像、推荐、预测等系统。· 处理海量原始文本数据，提炼文本相关特征，挖掘其文本语义，用于但不限于标签分析，声量分析，情感分析等。· 测试、评估、监控现有系统和产品的表现。· 探索、利用最前沿的NLP技术来解决现有的和新的NLP相关问题。最低需求· 计算机或相关专业的学士学位。· 三年以上NLP工业界工作经验。· 在至少一项NLP任务上有深入经验。· 有大规模、分布式NLP系统的经验。· 有使用NLP工具和系统的经验。· 有数据分析和机器学习的经验。· 有使用Linux或类似POSIX系统的经验。· 有Python和Shell的编程经验。· 很强的自我驱动力、结果导向并极具责任感。· 有激情、毅力，正能量。· 有良好沟通能力和团队协作精神。加分项· 有推荐系统或者计算广告系统的经验。· 有构建分布式计算系统的经验。· 有神经网络和深度学习方面的经验。· 有很强的数据结构和算法知识。· 在NLP，机器学习、信息检索等相关领域有硕士或博士学位。

"
自然语言处理工程师,13K-26K,创极地,"13K-26K,经验1-3年,本科",移动互联网 / 不需要融资,"
职位描述：

岗位职责：

1、负责团队基础NLP工具开发和维护及NLP开源工具的二次开发和封装;

2、负责团队文本挖掘相关的研发工作;

3、负责领域知识图谱的构建;





任职要求：

1、熟练掌握python语言及常用包;

2、了解自然语言处理中词法，语法和语义分析的问题，如分词，词性标注，命名实体识别，信息抽取，词义消歧，主题模型等;

3、理解自然语言处理常用的算法，如WORD2VEC，CRF,LDA，LSA,SVD等，并有实践经验;

4、熟悉NLP领域当前热点和前沿技术，对NLP有系统的认识;


6、有知识图谱等相关领域的经验优先；

7、熟悉深度学习在NLP中应用优先。 

"
技术牛-NLP研发工程师,20K-30K,智课网,"20K-30K,经验3-5年,本科",教育 / B轮,"
职位描述：

岗位需求：
1.精通Java/C/C++编程；
2.熟练掌握自然语言处理和机器学习的基础理论和方法，对其中某方面核心算法理解透彻，有实际工程经验；
3.熟悉Linux/Unix操作系统；
4.对解决具有挑战性问题充满激情；
加分项：
1.有文本校对，评测经验；
2.从事过深度问答项目问题理解、语义分析、答案推理计算等研发工作，从事过句法分析、命名实体识别、
知识图谱等nlp相关工作；
3.有独立app开发经验、上线产品；
4.具有深度神经网络DNN理论基础及实战经验者；
5.对于语言学有一定了解；

"
自然语言处理工程师【NLP】,20k-40k,上海黔易,"20k-40k,经验3-5年,本科","移动互联网,数据服务 / 未融资","
职位描述：

岗位职责：
设计并构建NLP基础平台，用于处理各类NLP任务；
构建NLP相关的预测模型，服务于用户画像、推荐、广告等系统；
处理海量原始文本数据，提炼文本相关特征；
为几乎所有重要语言构建语言模型；
测试、评估、监控现有系统和产品的表现；
探索、利用最前沿的NLP技术来解决现有的和新的NLP相关问题。

最低需求：
计算机或相关专业的学士学位（研究生以上优先）；
有使用NLP工具和系统的经验；
有数据分析和机器学习的经验；
有Java、Python或其他语言的编程经验；
很强的自我驱动力、结果导向并极具责任感；
有激情、毅力，正能量；
有良好沟通能力和团队协作精神；
有英文阅读能力。

"
NLP（自然语言处理）算法工程师,40k-60k,暴风集团,"40k-60k,经验3-5年,本科",文化娱乐 / 上市公司,"
职位描述：

职位描述：
1、利用NLP/ML等相关技术和算法，提供文本分析相关的基础方案与服务； 
2、针对海量文本内容进行中文分词、语义识别、自动聚类、情感分析等文本挖掘工作；  3、NLP在知识库、通用问答、意图理解等方向上的应用；
任职条件 ：
1、计算机、数学及相关专业本科以上学历，机器学习、自然语言处理、用户画像等算法研究方向优先； 
2、了解自然语言处理基础理论和方法，了解中文分词、语义分析、文本聚类、情感分析、实体识别等基础算法和应用；  3、JAVA\python\c\c++\R等，至少熟练掌握一种编程语言，有linux环境开发经验；  4、有相关领域工作经验者优先； 
5、有Hadoop、spark等分布式平台建模或算法开发经验优先； 
6、有深度学习研究与应用经验优先；
7、有搜索、推荐、竞价广告等工作经验

"
自然语言处理工程师,20k-40k,小米,"20k-40k,经验1-3年,硕士",移动互联网 / D轮及以上,"
职位描述：

工作职责：
负责海量新闻内容的内容理解，挖掘高质量的内容特征，支持推荐服务
 
工作要求：

计算机科学、机器学习、人工智能等专业本科及以上学历，扎实的算法和编程能力；
熟悉并能实现自然语言处理的常用算法

·       在文本分类、实体词识别、情感分析等领域有丰富经验优先

"
自然语言处理专家,15k-30k,Datatist,"15k-30k,经验3-5年,本科","数据服务,广告营销 / A轮","
职位描述：

岗位职责:1、负责分词、词性标注、依存文法分析、信息提取，挖掘等应用的算法设计研发；2、结合自然语言处理技术，进行适当的算法技术实现，算法测试

任职资格:1、具有丰富的自然语言处理专业知识，熟练掌握各种数据挖掘的算法与技术，具有实际的数据挖掘处理经验；2、熟练掌握相关的开发工具和程序设计语言，具有一定的软件工程经验和良好的程序设计习惯；3、熟悉自然语言处理、机器学习、模式识别等常用算法，对NLP方向有浓厚兴趣；4、熟悉信息检索基本概念，有文本挖掘 （分类、聚类、摘要、结构化信息提取）、中文信息处理 （如分词与词性标注、命名实体识别、信息抽取系统、问答系统等）、知识系统等方面的研究与开发经验；5、具备良好的数学和统计学基础；

"
自然语言处理研究科学家,30k-50k,英语流利说,"30k-50k,经验不限,硕士","移动互联网,教育 / C轮","
职位描述：

岗位职责：
带领研究团队负责流利说自然语言处理和理解(NLP)相关核心算法研究和实现；

职位要求：
自然语言处理、文本挖掘、机器学习、机器翻译、模式识别等相关专业硕士以上，博士优先；
在自然语言处理领域成果发表过相关论文或研究成果；
有自动作文批改、纠错算法研发经验者优先；
有自动问答、对话系统研发经验者优先；
有知识库提取、构建相关项目经验；


算法@流利说
1. 我们有来自 Google 等知名人工智能公司的科学家和一流的工程师；
2. 我们致力于研发以深度学习为代表的人工智能算法，并且运用到实际的产品中，让技术真正落地并帮助到用户，让教育变得更轻松、高效、平等；
3. 我们的核心语音评分算法被数千万用户使用并真正的提高了他们的口语水平；
4. 我们有海量的用户语音数据、学习行为数据等你来挖掘；
5. 我们重视分享和学习最新的研发成果，每年都有小伙伴活跃于Interspeech、Spark Summit、KDD、ICML 等国际学术会议！

"
