userid,orderType
114660569644.0,0.5344195890892482
110103373621.0,0.5374388669792874
111157513693.0,0.5486465347239144
110122173429.0,0.542049391438376
111824846857.0,0.5504502772628793
111426413095.0,0.565173335374177
112500365783.0,0.5401494713645505
110102873020.0,0.540209272808068
111853748755.0,0.5104072446404543
110936017376.0,0.5317288458870408
111452513113.0,0.5592598851827215
110108133063.0,0.5323787051311252
114803153140.0,0.5216062706139153
111197816190.0,0.5369430468044976
112601765086.0,0.5651308428271191
110109035568.0,0.5504502772628793
111153246853.0,0.5546277083014161
111152184595.0,0.5516203613868389
100000018439.0,0.5209084590461209
114127093032.0,0.5465437544666747
111851446255.0,0.531397320739815
110102835465.0,0.5546277083014161
110301112624.0,0.5530865513798802
114747280838.0,0.5446728420354526
112529165480.0,0.5314813546169933
114715499938.0,0.5570928691315163
111145484694.0,0.5579033311175002
110918110571.0,0.5498231753790119
111453213017.0,0.5348803754522731
114807069149.0,0.5285702323471986
112533469186.0,0.5213662254507376
111140313095.0,0.5519906532194797
110125635869.0,0.5357657768648293
111195513299.0,0.5043869812540028
114803267640.0,0.5270351943518992
114804569147.0,0.5216518889923834
110910317876.0,0.5388718587763236
111145313499.0,0.5449073400817567
112601965203.0,0.5530865513798802
112535269684.0,0.5443704852564919
110949817677.0,0.5106366970331941
111452113418.0,0.510486359365121
110931810971.0,0.5348893592443332
111840314153.0,0.5366997615091419
111153116198.0,0.5213799218464128
114742093731.0,0.5247391762395619
111499295616.0,0.5482453355922975
110102473227.0,0.5325807588411821
111155213111.0,0.5223571642930546
114826553548.0,0.5475560746056932
110765233768.0,0.5311186683276022
111827748554.0,0.511819101663483
111152985818.0,0.5132100494643366
114862069840.0,0.5333407454927697
111824746957.0,0.5280195885155333
110838979075.0,0.5103133216310125
112506480989.0,0.5625154169129617
112524483387.0,0.5451591514172037
110871717270.0,0.5167445396794724
112636765504.0,0.562478080922521
111809446450.0,0.5268382395148934
110140473023.0,0.5504502772628793
110101916922.0,0.5684219287919386
111807048758.0,0.5229480066340528
114198780233.0,0.5443784507576497
111142246255.0,0.5194531541827709
111152084690.0,0.5486465347239144
111142116317.0,0.5422057121767353
110307673328.0,0.5289613235660654
111857148351.0,0.5136714886053277
110346873626.0,0.5291450081674858
110106035466.0,0.5504502772628793
110147173528.0,0.5252155561909135
110147673822.0,0.552003925765705
114740791838.0,0.5516198436662825
111143785715.0,0.5335103656635027
112525565508.0,0.5394205569309722
114790880834.0,0.5233764434349575
110976372271.0,0.5400042534128005
111107048556.0,0.5141474422197295
110107635464.0,0.5394450683321578
114806467348.0,0.5226128821409469
110938417978.0,0.532599089781562
110108418566.0,0.5200156902469797
114601969645.0,0.5347700051603905
110944072874.0,0.5374388669792874
111148013099.0,0.5055510200376797
111141613014.0,0.5451344860395511
110775835868.0,0.5248995590318803
110105016123.0,0.5061150296756199
111128748750.0,0.5572216307077779
111128916111.0,0.5374388669792874
111145748759.0,0.5358121626306858
110125135668.0,0.5486465347239144
114828250840.0,0.5463557337852992
111145913517.0,0.5348893592443332
111845246558.0,0.5488027970887717
111150485012.0,0.5572236617407322
111156913310.0,0.5390421228592684
114742580832.0,0.5486465347239144
111459816399.0,0.5230604112280539
110949972770.0,0.5356022662488411
114144482739.0,0.5487677777032136
112522283682.0,0.5300315195883225
114831669147.0,0.5411663952403928
112668165606.0,0.5572216307077779
110326573925.0,0.554283812122836
111803410250.0,0.5191941626863107
110184173323.0,0.5218584617399658
110122533864.0,0.5360387949263962
114727282930.0,0.5402880570429456
112506969181.0,0.5356991206952996
111151716114.0,0.5245596123701022
110978510874.0,0.55592126339232
112665065004.0,0.5377396998743913
111124113010.0,0.5518345933102057
110101416629.0,0.5546277083014161
112520783187.0,0.5354722047000053
111159848556.0,0.5346988093994861
111150013595.0,0.565279165890525
114622267844.0,0.5395734413437397
114117980331.0,0.5247421872841052
114126780339.0,0.5221145290100189
110185773925.0,0.5226280564361362
110100871522.0,0.5387845254071717
111153013316.0,0.5463934329731125
110946471071.0,0.5400763014576883
110177935864.0,0.5581165148261303
114836867940.0,0.5149558889567132
112526883700.0,0.550642229280217
100000002055.0,0.539034110683951
110769319869.0,0.5135813522147544
110876110578.0,0.5095790207965596
114747982931.0,0.5115424322641983
112525783883.0,0.5459910011297195
111444413719.0,0.532095003698253
112522880783.0,0.5546277083014161
110102473726.0,0.5052063221350108
111152680293.0,0.5165111869909346
111152284299.0,0.5550324526247999
111450213094.0,0.5395856906574444
110947910574.0,0.5420145545868058
112625565508.0,0.5335373901438019
112525565809.0,0.55323150358343
112522880109.0,0.5519608827813225
114794680435.0,0.5429666796846557
111421013593.0,0.5482277687756024
112524369389.0,0.55592126339232
111157185692.0,0.5444791413658115
110385314628.0,0.5247288654709108
110103718464.0,0.5519608827813225
110879317670.0,0.5575556277574062
114740882932.0,0.5372136904701987
110912517473.0,0.5395712599779862
110106818263.0,0.5333407454927697
114669867449.0,0.5329810426028937
110940274475.0,0.5490172769590086
110975017471.0,0.5519906532194797
110103518066.0,0.5736640038554907
112504969689.0,0.5301536804082527
110775110262.0,0.556437490917657
110917172772.0,0.526710712031255
110940117779.0,0.5459910011297195
111848119156.0,0.5290686653618151
110107135269.0,0.5197993668056327
111149548754.0,0.5428974981109819
110380271026.0,0.5446724567629129
112524165603.0,0.53291029687582
114862767440.0,0.5459437017536442
